인천기점,0
서창JC,0.51
월곶JC,6
군자JC,9.21
서안,12.54
안산,15.87	
안산JC,17.95
둔대JC,22.71
군포,24.42
동군포,26.01	
부곡,27.96
북수원,30.8
동수원,36.89
신갈JC,41.79
마성,48.41		
용인,52.51
양지,60.47
덕평,67.57
호법JC,73.22
이천,79.63
여주JC,88.29
여주,94.47
문막,114.45
만종JC,123.59
원주,130.2
새말,142.93
둔내,160.01
동둔내,167.3
면온,177.01
평창,182.69
속사,191.85
진부,199
대관령,211.84
강릉JC,234.4
